Department,Sentiment,Emotions,Summary
Product,negative,"disappointment, regret, appreciation, satisfaction, admiration","collar area detail is quite nice, but not suitable for post-pregnancy body."
Product,positive,"love, great, quality, accommodate, pregnancy","great quality, accommodates pregnancy"
"Marketing, Sales",positive,"flattering, cute, perfect, hurry, sells out","flattering dress, perfect for summer, hurry before it sells out"
Product,positive,"pleased, elegant, sexy, modest, excited","elegant and sexy dress, form-fitting without being too tight."
Product,positive,"satisfied, happy, content, excited, interested","petite pants in great colors, considering buying more in sale"
Product,negative,"unflattering, versatile, cute, good, flat chested","dress flares out, versatile for many occasions"
Product,negative,"shocked, disappointed, surprised, satisfied, frustrated","well-made fleece-lined jeans, but returning due to lack of fit."
Product,positive,"pretty, great, nice, cute, baggy, shapeless, unsure, better, curvier","pretty dress, petite fit, unsure about shape, better on curvier bod"
nan,nan,nan,nan
Product,negative,"warning, sparkle, cheapens, adorable","sequins on yoke, cheapens dress"
Product,positive,"difficult, versatile, great, work","true-to-size, versatile piece, great for work"
Product,positive,"recommend, adorable, flattering","pinstripes very flattering, recommend"
Product,negative,"mistake, cute, comfy, returned","design not comfy, returned"
Product,positive,"love, great, long, keeping, hemmed","love style, great fit, long, keeping, hemmed"
Product,positive,"sure, big, good, long, not sure","material good quality, size runs large, back is long"
Product,positive,"glad, adorable, striking, wish","lilka pj bottoms with adorable bird print, soft flannel, striking colors"
Product,positive,"flattering, love, complaint, nice, fit, quality","great pair of trousers, flattering, highwaisted, unlined, fit and quality outweigh the one con"
nan,nan,nan,nan
Product,positive,"flattering, loose, swingy, big, fragile","flattering fit, may get a second color"
Product,positive,"comfortable, well made, love, interchangeable","comfortable, well made, love, interchangeable"
Product,negative,"disappointment, frustration, dissatisfaction, concern, skepticism","sizing issue, poor quality, not brand new"
Product,positive,"cute, vintage, perfection, must","cute vintage skirt, soft material, must-have item"
Product,positive,"satisfied, disappointed, cautious, content, interested","loose fit, white streaks, deeper green, 100 percent cotton"
Product,positive,"love, short","clothing too short, but overall love it"
Product,positive,"love, lovely, soft, seams, style","lovely color, soft and raw seam style"
Product,negative,"surprise, laughter, disappointment, confusion, dissatisfaction","heavier material, beautiful beading, true to size, easy return"
Product,negative,"sadly, weird, tight, beauty, gorgeous","sweater design issues, sheer pink color, tight band at bottom"
Product,positive,"loved, cute, great, well made, flattering","well-made, cute blouse, flattering design"
Product,negative,"bulky, shame, well made, comfortable","bulky fabric, well made but uncomfortable"
Product,negative,"happy, disappointed, frustrated, angry, dissatisfied","low-quality pants, pockets unsewn, fabric over-stretched, bottom hem unraveled"
Product,negative,"disappointment, admiration, frustration, satisfaction, regret","dark pink color didn't fit, design was pretty"
Product,positive,"cute, small, great, works","dress design cute, runs small, size 6 works"
Product,positive,"satisfied, surprised, tempted, happy, content","good quality top, tempted to wear it as a dress"
Product,positive,"comfortable, perfect, loved, opportunities, warm","comfortable dress, perfect for fall, loved by daughter"
Product,positive,"caught, eye, tried, simple, well-structured, tight, fits like a glove",well-structured dress with a tight fit
Product,positive,"loved, glad, flattering","material and brand, flattering fit"
Product,positive,"pretty, great, small, large breasted","dress pretty, great quality, slip small for large breasted"
Product,positive,"love, gorgeously done, slimming, soft, warm","sweater knit dress with flare style, gorgeously done pattern placement, soft and warm fabric"
nan,nan,nan,nan
Product,negative,"disappointment, frustration, dissatisfaction, annoyance, surprise","scratchy material, unflattering design, wide appearance"
Product,positive,"prettier, vibrant, perfect","vibrant colors, perfect dress"
Product,positive,"liked, comfortable, loved, great","liked dress, comfortable material, great fit and color"
Product,positive,"love, hopeful","dress look and cut, material thickness, hopeful for more options"
Product,positive,"love, no difference, don't mind, hesitant, prefer","pilcro legging jeans, no difference in fit, stretch creates give"
Product,positive,"fortunate, great, slimming, recommend","great top, slimming, recommend purchase"
Product,positive,"happy, great","looks great on, happy with it"
Product,positive,"stylish, colorful, thin, lightweight, true-to-size","stylish romper, colorful fabric, lightweight, true-to-size"
Product,negative,"disappointment, frustration, concern, dissatisfaction, regret","blouse shrank after washing, expensive hand-me-down for daughter"
Product,positive,"confusion, desire",customer wants to purchase a top
Product,positive,"love, hesitant, comfortable, flattering, warm","comfortable, flattering, warm dress with unique twist"
Product,positive,"love, soft, stylish","easy caftan short dress, soft, stylish"
Product,positive,"cute, comfy, love, flattering, nice","cute and comfy romper, flattering v-neck, perfect for summer"
Product,negative,"disappointment, frustration, dissatisfaction, annoyance, regret","cheap material, cut and pattern worked but cut out pieces exposed bra."
"Marketing, Sales",positive,"loved, fun, recommend, new","promotions, different shirts, whole new look"
Product,positive,"comfort, travel, outdoor activities",extreme comfort for travel and outdoor activities
Product,negative,"frustration, disappointment, dissatisfaction, annoyance, regret","bodice is too small, bottom has too much fabric"
Product,positive,"cute, love, ruffle, large, size down","cute top, ruffle sleeves, size down"
Product,negative,"disappointed, satisfied, indifferent, frustrated, annoyed","colors not as pictured, sizing was right, sleeves too short"
Product,positive,"happy, satisfied","beautiful romper, perfect fit"
Product,positive,"sophisticated, whimsical, well-made, classy, feminine, timeless, love","well-made, classy, feminine, timeless, love"
Product,positive,"hesitant, glad, love, cute, like","fits perfectly, cute cardigan blazer, feels like a cardigan"
Product,positive,"amazement, satisfaction, happiness, surprise, gratitude",attention to detail and craftsmanship are amazing
Product,negative,"scratchy, bulky, bright, overwhelmed","oversized sweater, light-weight, scratchy, bulky neck, bright blue color"
"Product, Inventory",negative,"loved, terrible, bad, great, sold out","neon white dress, fit great, petite sizes sold out"
Product,positive,"lovely, soft, feminine, snug, issue","lovely dress with soft fabric, snug around bodice"
Product,positive,"love, spot on, plenty, fit, without a belt","broad shoulders, royal blue sweater, waist, fit without a belt"
Product,positive,"excitement, satisfaction, anticipation, confidence, contentment","dress fits wonderfully, ready for autumn"
Product,positive,"gorgeous, soft, love, pretty, nice","soft, button detail, sold out, pretty, nice"
Product,positive,"comfortable, soft, flattering, snug, like","soft fabric, flattering fit, many things to like at retailer"
Product,positive,"love, perfect, nice, great, perfect","dress with high low, perfect fit, great quality, on sale"
Product,positive,"love, surprised, delighted, needs, great","dress style and fabric are loved, slight puffiness in shoulders, runs large"
"Sales, Product",positive,"great, comfortable, relaxed, teach, machine washable","great work week pants, comfortable and machine washable"
Product,positive,"best, many, long time, big, flattering",flattering dress for any figure
Product,negative,"uncertain, disappointed, frustrated, hopeful, resigned","sizing issue, not cute, returning to retailer"
Product,positive,"glad, love, feminine, lovely, perfect","feminine and lovely top for women, perfect for those who carry weight in their belly or butt"
Product,positive,"love, comfortable","comfortable top, can be worn alone or under a sweater"
Product,positive,"gorgeous, great, comfy, recommend","dress is gorgeous, colors are great, fabric is comfy"
product,negative,"glad, figure flattering, disappointed","sweater came pilled, disappointed with retailer"
Product,positive,"simplistic, lovely, small, flow, nice","lovely colors, tts, small bust, nice weight, suitable for fall, winter, and early spring."
Product,positive,"love, comfortable, edgy, relaxed",comfortable and stylish joggers with a leather look
Product,positive,"elegant, soft, beautifully finished, two-toned","soft, elegant top with beautifully finished details"
Product,positive,"happy, satisfied, content, pleased, excited","soft modal material, casual dress, fits nicely, slight adjustment needed"
Product,positive,"love, great, perfect, might not work, plan","tunic dress with great material and perfect fit, layer with thin tee, tights, and boots"
Product,negative,"prettier, interesting, too big","colors prettier, interesting than model, too big"
Product,negative,"disappointment, frustration, dissatisfaction, regret, sadness","dress design not suitable for curves, disappointing fit"
Product,negative,"great, flattering, lifts, wear, under","shirt lifts when arms are raised, wear something under"
Product,positive,"comfortable, great, compliments","comfortable material, great fit, many compliments"
Product,positive,"beautiful, soft, lightweight, small, stretch, wish, flaws, made up","beautiful, soft, lightweight pants with small back pocket"
Product,negative,"disappointment, dissatisfaction, frustration, surprise, confusion","thin material, wrong fit, beautiful design"
Product,positive,"love, unique, different, doubt","unique swimsuit with retro look, love the colors and design"
Product,negative,"disappointment, frustration, dissatisfaction, sadness, regret","dress doesn't suit, print is adorable but bright white doesn't work"
Product,positive,"like, fun, bright, interesting, sweet",fun and bright dress with a flowy shape and edgy grommets.
nan,nan,nan,nan
Product,positive,"love, recommend","shirt, undershirt, recommend"
Product,positive,"ecstatic, worried, strongly suggest, completely off","petite size fits perfectly, button is low but it's the style"
Product,positive,"happy, satisfied, excited, pleased, content","soft material, flattering fit, beautiful color"
Product,positive,"cute, great, snug, baggy, soft","cute shorts, sized down, snug around legs, soft and comfortable"
Product,positive,"timeless, special, stunning, gorgeous, luxury","stunning jacket with quilted body, embroidery and beading, and luxurious fur inside."
Product,negative,"disappointment, frustration","sizing issue, not recommended"
Product,positive,"pretty, versatile, fun, available, beat","versatile vest, all seasons, sale price, downside compared to other vest"
Product,positive,"prettier, rich, vibrant, special, perfect","purple top, rich color, sheer bell sleeve, perfect fit"
Product,positive,"fun, cute, soft, good, sheer","fun coloring, soft shirt, good length, slight sheerness"
Product,positive,"love, flattering, great, stopped, asked","great dress, flattering, love it more in real life"
Product,positive,"enjoyed, worried, slimming, flattering, love",slimming and flattering dress with interesting neckline and rolled up sleeves
Product,positive,"love, biased, searching, desire, small","fitted waist, feminine appearance, small size"
Product,positive,"beautiful, unique, cozy, gorgeous",beautiful and unique piece for any fall wardrobe
Product,positive,"unsure, comfortable, appropriate, soft, great","buttery soft dress, appropriate length, comfortable, great fit"
Product,negative,"bulky, boxy, broad shouldered, small shoulders, reminded","bulky top, small shoulders, reminded of sheepskin rug."
Product,positive,"love, brightness, pretty, easy, well","color, buttons, easy pick, work pants, brightness"
Product,positive,"satisfied, happy, content, pleased, confident","perfect color for fall, dressy for work, looks great with jeans"
Product,negative,"stiff, unforgiving, uncomfortable, cling, roll","stiff fabric, uncomfortable fit, returning"
Product,positive,"comfy, flattering, soft, nicely, perfectly","comfy, flattering, soft fabric, fits perfectly"
Product,positive,"beautiful, glad, perfect, slimming, love","beautiful shape, perfect fit, classic dress, feel beautiful and unique"
Product,positive,"incidental, loved, flattering, great, transitioning","easy-going, flattering dress for transitioning seasons"
Product,positive,"hesitant, perfect, fine, soft, stretchy","dress fits great, blouse not too much fabric, skirt soft and stretchy"
Product,positive,"pleasantly surprised, happy, perfect, soft, well","substantial, perfect for fall and spring, soft lining, happy with fit"
Product,positive,"dreamy, lightweight, breathable, flattering, versatile","lightweight and versatile top, flattering on all body types."
Product,negative,"excited, disappointed, surprised, frustrated, annoyed","no lining in skirt, see-through mesh strips, misleading website picture"
Product,negative,"unsure, disappointed, confused, curious, undecided","dress swimming, size small, cross straps, bright coral/orange color"
Product,positive,"like, form fitting, comfortable, surprised, flattering",form fitting top with thick fabric and flattering criss-cross design.
Product,negative,"off, small, tight, exchange","sizing is off, clothes run small, need to exchange"
nan,nan,nan,nan
Product,positive,"love, comfortable, bargain","super soft fabric, great bargain"
Product,positive,"beautiful, fancy, casual, compliments, art","beautiful dress, versatile for different occasions, silky texture, true to picture."
Product,negative,"love, sensitive, itchy, returning","dress not fully lined, itchy fabric, may return"
Product,positive,"happy, loved, versatile, perfect, fall",versatile shirt for fall wardrobe
nan,nan,nan,nan
Product,positive,"cute, fit, color, big/loose, return","cute pants, fit and color like model picture, bit too big/loose, had to return"
Product,negative,"like, belly, camouflage, great, beautiful, hoping, staple, large, love","large size, beautiful embroidery, not enough love to order smaller size"
Product,negative,"warning, tight, barely, won't fit well, too bad, super cute, bit sheer","waist tight, won't fit well, super cute, bit sheer"
Product,positive,"satisfied, content, hopeful, patient, disappointed","thin fabric, good embroidery, wait for promo or sale"
Product,positive,"flattering, unique","unique design with see through holes, flattering fit"
Product,positive,"pretty, peachy, light, like, keep","true to size, pretty peachy color, like it"
Product,positive,"beautiful, great, love, flattering, loose, flowy, downside, long, flat, wish","beautiful dress, great color, flattering cut, downside is length"
Product,positive,"love, colorful, vibrant, perfect, good","colorful and vibrant shift dress, perfect with sandals or wedges."
Product,positive,"love, fabulous, impeccable, compliments, favorite","fabulous top, impeccable details, compliments all day long"
Product,negative,"small, boxy, quality, cute, recommend","skirt is short, small, and boxy, but good quality and cute"
Product,positive,"comfy, dressy, great, layer, ups and downs","go-to winter sweater for work, super comfy and dressy."
Product,positive,"love, comfortable, special touch","color, design, fabric, comfortable, special touch"
Product,positive,"comfortable, don't want to take it off, soft, lightweight","super comfortable summer dress, soft lightweight fabric"
Product,negative,"disappointment, frustration, dissatisfaction, surprise, annoyance","shirt lacks shape, print is beautiful but looks like maternity shirt"
Product,positive,"satisfied, content, excited, happy, pleased","staple basic dress, great shape, fits well, versatile for layering"
Product,positive,"wonderful, attractive, surprised, concerned, softer",attractive coat with light and stretchy boiled wool.
Product,negative,"dissatisfaction, frustration, disappointment, confusion, annoyance","pants run large, waste and length are too big"
Product,positive,"comfortable, soft","fits well, soft and comfortable"
Product,positive,"cute, unique, rough, loose, perfect","cute and unique top, fabric is substantial linen, straps are a little loose, perfect for summer"
Product,positive,"cute, love, beautiful, great, conscious","cute design, love the colors, great for conscious gals"
Product,positive,"great, wish, terrible, ideal, hoping","great top, longer length, tank, tuck or hang, considering return"
Product,positive,"love, yay, great, liked","minimal fuss, no ironing, pattern and material are great"
Product,positive,"pretty, love, wonderful, pick up","pretty color, breathable fabric, high neck, longer length, belt"
Product,negative,"itchy, cute, return","small size, itchy sweater, cute idea, return"
Product,positive,"flattering, nice, compliments, amazing, different","flattering fit for different body types, perfect for formal events"
Product,positive,"cool, figure flattering, accentuates curves, disguises tummy issues, well made, winner","well-made, figure-flattering top with perfect drape"
Product,negative,"soft, roomy, top, mid-section, flatter","fabric soft, roomy top and mid-section, doesn't flatter body"
Product,positive,"love, cool, fun, long, noticing","long off the shoulder tee, love the colors"
Product,negative,"liked, wonder, surprised, comfortable, better","stiff denim, small sizing, wait for sale"
Product,positive,"hesitant, bold, loved, glad, beautiful, unusual, flattering, slimming","beautiful dress, flattering cut, slimming design"
Product,negative,"loose, flattering, wider, nice feeling, comfortable","loose fitting top, not flattering, comfortable"
Product,positive,"great, nice, flattering, love, comfortable","great skirt for work, comfortable and flattering shape."
Product,positive,"love, wish, cute, airy","cute and airy top, wish it were longer"
Product,positive,"enjoy, beautifully made, delicate, love, imminent","beautifully made delicate blouse, love it, imminent apocalypse"
Product,positive,"love, funny, little, not, used","2 straps details, rounder boobs, cleavage, purple color"
Product,negative,"not flattering, bohemian, modern, edgy, problem","not flattering, bohemian look, modern bottoms, edgy shoes, washing problem"
Product,positive,"forgiving, great, illusion, fine, wish","dress is forgiving, gives illusion of waistline, looked great with black tights"
Product,positive,"loved, comfortable, vibrant, high, plan","high quality, vibrant color, comfortable fit, plan to wear"
Product,positive,"nostalgic, comfortable, flattering, interesting, different","retro-style denim skirt, comfortable fit, flattering waistline, interesting flare"
Product,positive,"comfy, love, big, shrunk, ordered","comfy, love, color"
Product,positive,"comfortable, redundant, right, comment, match","comfortable pants, accurate sizing, versatile color options"
Product,negative,"laughed, cracked up, ridiculous","comically wide sweater, looks like Jared from Subway's pre-weight-loss pants"
Product,positive,"snuggly, great, perfect, odd, works","long torso, long sleeves, pockets, perfect outfit"
Product,positive,pleased,"soft fabric, bright colors, swing style tank"
Product,negative,"disappointment, frustration, resignation, regret, satisfaction","small bust area, long torso, need alterations, suitable for small chested"
Product,positive,"adorable, flattering, look forward, warm","light fabric, flattering styling, transition piece, stays warm"
Product,positive,"love, pretty","small size fits perfectly, love the longer length, pretty colorful side panels."
Product,positive,"impressed, worried, loose, accentuated, soft","soft and luxurious material, fits well, accentuates waist."
Product,positive,"like, perfect, problem, longer, cozier","cardigan design and color are liked, but length is not as expected."
Product,negative,"soft, plush, odd, love, complaint","soft and plush blouse, but becomes less soft after washing"
Product,positive,"excited, satisfied, disappointed, happy, frustrated","pilcro denim jacket line, plaid details, weathered appearance, runs small"
Product,positive,"love, nice, stand out","nice tunic for everyday wear, tie-neck adds a nice detail"
Product,negative,"loved, thrilled, shame","clingy shirt after washing, disappointed with the quality."
Product,negative,"concern, love, liked, concern, strange","fabric quality concern, modern styling, irregular hemline"
Product,negative,"loved, sad, well made, neon","dress too big, smaller size out of stock"
Product,positive,"liked, nice, soft, well made, deal","jacket is nice, soft, well made, sleeves a little longer"
Product,positive,"comfortable, great, beautiful, interesting, attractive","comfortable, great fit, beautiful colors, interesting dress length"
Product,positive,"love, unique, perfect, good","amazing dress, fit, quality, design, perfect for dressing up or down"
Product,positive,"loved, wonderful, versatile","versatile chinos, can be dressed up or down."
Product,positive,"beautiful, flattering",beautiful flattering blouse
Product,negative,"adorable, cute, odd, lumpy, learning","material adorable, strange tie, runs short, no reviews, go up a"
Product,negative,"disappointment, frustration, regret, dissatisfaction, annoyance","shirt is see thru, had to return it"
Product,negative,"adored, sadly, sloppy, wrong, neat","construction issues with jumpsuit, mismatched pieces, sloppy and wrong placement."
Product,positive,"satisfied, happy, impressed, content, excited","beautiful dress, perfect fit, unique pattern, satisfied with purchase"
Product,negative,"disappointed, frustrated, surprised, confused, upset","shirt shrunk and got a hole after washing, disappointed with the product."
Product,positive,"disagree, pretty, pops","sizing runs small, pretty gold beading and embroidery thread."
Product,positive,"great, lovely, classy, creative, budget","good design, classy print, budget-friendly blouse"
Product,positive,"adorable, flattering, like, nicely, hope","adorable, flattering, fits nicely"
Product,negative,"dissatisfaction, disappointment, frustration, confusion, resignation","wide jacket, short arms, not suitable for me, might work for others."
Product,positive,"prettier, subtle, casual, pleats, airiness","dress is prettier in person, subtle animal print, casual work environment"
product,positive,"love, flattering, enjoy, nervous, worry","sweet little jacket, flattering cut, pop of color, fantastic buy"
Product,positive,"flattering, perfect, interest","lighter weight knit with flattering fit, adds more interest."
Product,positive,"flattering, elegant, comfortable, stretchy, staple","flattering and comfortable maxi dress, perfect for summer and traveling."
Product,positive,"beautiful, weirdly, high, model, high waisted","beautiful sweater, weirdly high on back, higher than model"
Product,positive,"good, deep, rich, flattering, nice","deep wine color, heavy silk-like fabric, flattering cut, nice fit"
Product,negative,"disappointment, frustration, dissatisfaction, annoyance, dissatisfaction","sizing issue, dress too tight, zipper placement inconvenient"
Product,positive,"great, flattering, soft, cling, overwhelming","good length, soft fabric, flattering fit"
Product,positive,"great, tough, classic, feminine","classic, feminine dress with a tough zipper."
Product,positive,"love, great, helps, warmer, colder","great fit, elastic waist, perfect for fall weather"
Product,positive,"love, great, quality, design, fits well","great quality and design, fits well"
nan,nan,nan,nan
Product,positive,"love, like, reservation, delicate","sweater fits well, long arms, delicate material"
Product,positive,"satisfied, happy, excited, pleased, impressed","beautiful top, runs a bit generous, pretty detail, steal addition to wardrobe"
Product,positive,"love, special, enthralled, better, rich","comfy top, pleated back, rich color, slightly better quality"
Product,positive,"need, flattering, misshapen, hunchback, good",dress is flattering but needs tailoring for misshapen back.
Product,negative,"surprised, wondering, appreciated, hate, quality control","missing rhinestones, no extra stones, need replacement, quality issue"
Product,positive,"pleased, beautiful, quality",dress color is beautiful and quality is good
Product,negative,"surprised, great, cannot believe, poor, love","poor quality, ripped dress, nude slip, surprised by color"
Product,positive,"love, great, soft, casual, comfortable",soft and comfortable rayon blend casual piece
Product,negative,"horrible, unbreathable, mess, big, billowy, cute, feel","polyester texture is horrible and unbreathable, runs big"
Product,positive,"satisfied, confident, content, happy, grateful","high quality leather jacket, room for thick sweaters."
Product,positive,"gorgeous, unique, beautiful, fits perfectly, love","unique and beautiful dress, fits perfectly"
Product,negative,"excited, sad, bothered, disappointed, surprised","muted colors, shapeless sweater, angora-like hair, disappointed with purchase."
Product,positive,"satisfied, happy, excited, content, pleased","authentic worn-in look, casual and relaxed chinos"
Product,positive,"beautiful, fit, true, size, recommend, long, need, hemmed, soft, feel, amazing","beautiful fit, true to size, soft and amazing"
Product,positive,"excitement, satisfaction, surprise, happiness, contentment","slimming, flattering, summery dress in white linen"
Product,positive,"love, snug, big","dress size 2 snug, boyfriend loves it"
Product,positive,"love, frumpy, returning, trying, great","cute shorts with great fabric, ran a bit large"
Product,negative,"disappointment, frustration, confusion","shapeless dress, weird fit, wrong size"
Product,positive,"compliments, perfect","jumpsuit received many compliments at wedding, perfect fit"
Product,negative,"tight, better, flattering, taller, thinner","shorts not flattering on petite, curvy frame"
Product,positive,"like, love, pretty, cute, great","short top, sheer material, pretty detailing, fits great"
Product,negative,"disappointment, frustration, dissatisfaction, regret, annoyance",top too big and too much fabric
Product,negative,"itchy, cool, stunning, argument, welcome","coat design, buttons popping off, stunning coat"
Product,positive,"comfortable, stylish, perfect, casual, cool",stylish and comfortable sweater for casual occasions
Product,positive,"sexy, love","true to size, love it"
nan,nan,nan,nan
Product,positive,"cute, love, compliments","cute top, tons of compliments"
Product,negative,"small, extra small, pretty, large chested, straight/thin","small sizing, not suitable for larger sizes"
Product,negative,"loved, odd, big, full, sloppy","odd cut, big in chest, full at bottom"
Product,positive,"casual, great, nicely, small, black",great for casual office
Product,positive,"love, hope, like, fine art, light weight","light weight flannel, hope they hold up well in cold water wash"
Product,positive,"love, nicely",sweater lays nicely
Product,positive,"great, better, faded, light, different, cute, nice, loose, cool, love","cute print, nice loose and cool top for summer"
Product,positive,"love, rarity, beautify, well made, sits well","well-made top, fits well, considering getting other colors"
Product,negative,"disappointment, dissatisfaction, frustration, regret, sadness","cheap and too large, returned it"
Product,positive,"cute, casual, worn, flip flops, boots","cute casual dress, worn with flip flops or boots"
Product,negative,"disappointment, unfortunate, nice, fitting, goes well","quality is disappointing, nice fitting shirt, goes well with pencil skirts"
Product,positive,"flattering, cool, breezy, graceful, made for me","flattering dress with graceful movement, perfect fit for me."
Product,positive,"glad, unsure, nicer, great, wear","fits true to size, extra soft, mid weight fabric, great with leggings or tights, wear into spring"
Product,negative,"loved, muted, low, unfortunately, return","colors muted, fabric quality low, return due to price and quality"
Product,positive,"wish, opportunity, eye-catching, unique, stars","summer wish, eye-catching and unique in person"
Product,positive,"love, easy, look, together","tank, easy, look, together"
Product,negative,"worst, shaggy, tent, short","bad shirt, needs improvement in design and fit."
Product,positive,"beautiful, delicate, flattering, perfect, sheer","beautiful, delicate dress with a perfect fit"
Product,positive,"amazing, nice, cool, love, highly recommend","amazing dress, highly recommend, best purchase from retailer"
Product,positive,"brilliant, nice, heavy, nice, great","blue top with nice color and pattern, great for jeans."
Product,positive,"love, pretty, great, weekends","coral color, lower cut on chest, great top for weekends"
Product,negative,"disappointment, dissatisfaction, uncertainty, ambivalence, annoyance","scratchy sweater, lighter grey color, runs big, not completely satisfied"
"Marketing, Sales",positive,"love, feminine, flattering","love top, feminine, flattering, 20% off"
Product,positive,"excited, satisfied, confident, impressed, enthusiastic","bright pink, runs large, highly recommend"
Product,positive,"unique, versatile, love","unique and versatile lace clothing, can be worn all year"
Product,positive,"love, thick, comfy, great, cheap","thick, comfy socks with great quality at a cheap price."
Product,positive,"excited, satisfied, happy, pleased, content","oversized poncho with pockets, perfect for layering, versatile styling options."
Product,positive,"happy, complimentary","amazing dress, complimentary cut, happy"
Product,positive,"attracted, nicely, striking, able, don't hang out","colors attracted, back striking, regular bra able to wear"
Product,positive,"love, cute",perfect top for fall days with a cute leather jacket
Product,negative,"disappointed, tight, too much fabric, wrong, no luck","tight across chest, too much fabric around bottom"
Product,positive,"love, great, cute, soft","cute shirt, soft, great fit, versatile"
Product,positive,"cuteness, amazing, darling, precious, comfortable","amazing print, darling bow, comfortable structure, worth the splurge"
Product,negative,"flattering, thin, semi-sheer, great, lounging, beach, comfy","thin material, semi-sheer, great for lounging and beach"
Product,positive,"versatile, appropriate, like, put together, good","good quality, versatile top for office and going out."
Product,positive,"happy, soft, comfortable, nice, concern","soft, comfortable sweater with a nice shimmer, slight concern about stretching."
Product,negative,"love, unflattering, compromise, returned, gorgeous","unflattering fit, returned both sizes, gorgeous fabric"
Product,negative,"disappointment, love, frustration, dissatisfaction, desperation","thin fabric, see through, love the design, need a black top"
Product,positive,"high quality, not very soft, may soften in the wash, fit is okay","high quality top, material may soften in wash, fit is okay"
Product,negative,"short, return","fabric soft, stride short, had to return"
Product,negative,"small, off, guessing, good, nice","sizing can be off with different colors, nice shorts for the price."
Product,negative,"love, badly, lovely, per","top gapped, return dress, lovely weight, length per"
Product,positive,"love, beautiful, fit, tight, great","wide leg pants, beautiful fit, recommend tailoring length"
Product,positive,"happy, loved, no problems, happy","blouse in black has odd fit, but blue blouse is looser and no problems with lace."
"Marketing, Sales",positive,"love, compliments, sexy, touch, care","sale, compliments, sexy tunic, tank underneath"
Product,positive,"successful, loves, amazing, vibrant, unique","vibrant colors, unique texture, highly recommended"
Product,positive,"happy, surprised, comfortable, glad","stretchy fabric, stunning dress, comfortable"
Product,positive,"love, comfortable, ridiculous, helped, rid of","comfortable shorts, run large, need shrinking, good fabric"
Product,negative,"frustration, disappointment, uncertainty, curiosity, hope","sizing issue with dress, need to order a larger size"
Product,positive,"love, wow, beautiful, pretty, well made","beautiful colors, light flannel, perfect fit, well made"
Product,positive,"manage, cute, vibrant, rust, like","cute top, colors not as vibrant as pictured"
Product,negative,"disappointment, dissatisfaction, frustration, regret, dislike","fabric pilling, cheap look, sleeves design, sizing issue"
Product,negative,"love, disappointed, annoyed, frustrated, regret","dress quality and fit issues, disappointing ruffle feature"
Product,negative,"disappointment, dissatisfaction, frustration, confusion, surprise","lace top, loose sleeves, boxy cut, shorter than expected, not tunic length"
Product,positive,"perfect, soft, flattering, long, ordered","perfect dressy jeans, super soft, flattering, long leg"
nan,nan,nan,nan
Product,positive,"like, nice, good, fits","pink top, light material, nice drape, good length, fits well"
Product,positive,"surprise, disappointment, satisfaction, confusion, anticipation","soft, casual sweater, not snowy white, dolman style, fitted bottom"
Product,negative,"uncomfortable, disappointed, frustrated, dissatisfied, annoyed","uncomfortable arm cuts, had to pass on the dress."
Product,positive,"soft, comfy, great, go to, love","soft, comfy pants, great for summer, love them"
Product,positive,"love, nice, perfect, thank you","nice fabric, petite size, perfect fit"
Product,positive,"like, sexy, nice, soft, thick","lace-up trend, revealing designs, soft and thick fabric"
Product,positive,"comfortable, good","good quality, comfortable fit"
Product,positive,"stunning, love, feel, drape","turquoise print stunning, love fabric feel, drape"
Product,negative,"love, cute, sloppy, extra money, frayed","dress hem needs to be fixed, looks sloppy on the bottom."
Product,positive,"love, complaint, frustration, satisfaction, surprise","stretchy jeans, slight shape loss, pills in inner thigh area"
Product,positive,"love, perfect, extra, festive","perfect fit, extra room, festive season"
Product,positive,"well made, comfy, flattering, risky, sure","well made, comfy and flattering dress, suede skirt is risky"
Product,negative,"love, smooth, adjust, frequently, nice","sweater fit issue, need frequent adjustment, nice weight"
Product,negative,"disappointment, regret, frustration, dissatisfaction, surprise","dress has no shape, material is poofy and feels cheap"
Product,negative,"disappointment, sadness, frustration, dissatisfaction, unflattering","short and wide shirt, disappointing style, beautiful fabric, unflattering fit."
Product,positive,"perfect, winner, available","perfect blouse, winner, other colors available"
Product,positive,"amazing, flattering, beautiful, love, recommend","amazing dress, true to size, highly recommended"
Product,positive,"pleased, comfortable, lovely, glad","soft fabric, detailed jumpsuit, small size fits perfectly"
Product,positive,"love, comfortable, cute, nice, love","flowy-beachy jumpsuit, comfortable, cute, wide hip, nice colors"
Product,positive,"confusion, satisfaction, surprise, disappointment, curiosity","true-to-size dress, fits well, confusion about length compared to model's info."
Product,positive,"pretty, vibrant, beautiful, hides, low, red, compliments","pretty dress, vibrant colors, hides tummy, low neckline, red cami, compliments"
Product,positive,"cute, shorter, smaller, perfect","suit is cute, slightly short for taller girls, fits well"
Product,negative,"disappointment, frustration, sadness, regret, dissatisfaction","tight fit, lightweight fabric, not suitable for chilly office setting"
Product,positive,"love, surprised","flattering jeans, easy to customize, high-waisted, suitable for short torso"
Product,negative,"recommend, like, work, need, kept, hearing, looked, stuck, nice, idea","pull-on style didn't work, not elastic enough, looked puffy, not for me"
Product,positive,"love, complimented, beautiful, trendy, classy","trendy and classy jacket, perfect for day to night."
